pixel_id,crop_type,2023-04-01,2023-04-16,2023-05-01,2023-05-16,2023-05-31,2023-06-15,2023-06-30,2023-07-15,2023-07-30,2023-08-14,2023-08-29,2023-09-13
Cotton_2,Cotton,0.08360230114272381,0.08360230114272381,0.1402543204145508,0.24404837022323017,0.30610452249913056,0.4687703216989913,0.6063105395353846,0.6260265431508237,0.7592839659694787,0.5665772781503422,0.5008091090049427,0.23161525271049252
Cotton_3,Cotton,0.05461054029231107,0.08582093957508512,0.15950320098543133,0.2331854623957775,0.42271284612055504,0.4665316715722665,0.4916358234804635,0.5751399981107704,0.5735195788060775,0.5718991595013846,0.3830178610754307,0.19413656264947657
Cotton_4,Cotton,0.0,0.074063259432214,0.16731382036566625,0.2715388782833424,0.36023126240904235,0.4489236465347423,0.6333796971976331,0.6986743890315157,0.7363149662368534,0.5932319986913251,0.4501490311457968,0.29124512359405313
Cotton_5,Cotton,0.0,0.07007845236585081,0.18072314895732605,0.3214198647756485,0.3850957717156488,0.44464381399318875,0.5529654275745397,0.6303419038935474,0.6901997396686456,0.5453971177897752,0.3956767380910413,0.22645835897939295
Cotton_6,Cotton,0.0,0.13659902774899066,0.17341084736047513,0.2649208437518449,0.34644124956204386,0.47486320498197326,0.5887618151756625,0.68156022809059,0.6221742646442077,0.5627883011978253,0.4350613194541366,0.222628657515968
Cotton_7,Cotton,0.0,0.09510394171978609,0.21095024354145045,0.2533527966909185,0.33565979044556854,0.463128438280711,0.5133579873595836,0.5635875364384563,0.6957714838750236,0.5467439463946784,0.3977164089143332,0.28346327046691877
Cotton_8,Cotton,0.0323698975247962,0.10730487657943025,0.10274860937114398,0.22160351726796693,0.35113875299787345,0.4560970073122787,0.5543160341649533,0.6488578776405346,0.7841827402377771,0.5083095193681545,0.3841973600438982,0.26008520071964186
Cotton_9,Cotton,0.004353847042919822,0.028908581928710746,0.1772684742114243,0.24877746164218437,0.3202864490729444,0.4330632157049888,0.5520262899720108,0.586562821885426,0.6916705066831095,0.5251124431805257,0.4288458628208092,0.2689646917041374
Rice_0,Rice,0.11699138142172369,0.2426621968026279,0.426242258219802,0.42113063523298566,0.5904158768092853,0.7014176436671512,0.7998611943451873,0.8911125183676618,0.8995830035424395,0.7743521894313212,0.5810356706520672,0.38771915187281303
Rice_1,Rice,0.2662254815833768,0.2662254815833768,0.4095418736917223,0.48255293303960056,0.6553195264557442,0.7219914466823573,0.7886633669089704,0.910706734032555,0.908848970801799,0.7880857226038112,0.562484934317925,0.40528462138078536
Rice_2,Rice,0.11541483381252608,0.24128485224609122,0.36715487067965646,0.5590570948830823,0.6434479902797798,0.717081429001429,0.7758882377469392,0.8346950464924493,0.9081108590910928,0.8217922145961757,0.5844973826392607,0.3472025506823454
Rice_3,Rice,0.08366606337753997,0.265140765052155,0.3734972981690386,0.4337790785649754,0.5304655165219717,0.6762171855068411,0.7591912971616014,0.8241866216341152,0.977319721169711,0.8257566421123387,0.5055728067665495,0.35692908246360944
Rice_4,Rice,0.12763265579324592,0.26562220812442705,0.4145512806449196,0.45226189562502966,0.570489436011854,0.6808562994997028,0.7912231629875518,0.8684962865726427,0.9678347631927131,0.7123013871931176,0.5471438468318299,0.36594479120679807
Rice_5,Rice,0.10056154655638483,0.28535504853497934,0.39067860835646556,0.4918055695678495,0.5565429970192444,0.6572385724038118,0.7579341477883792,0.8586297231729466,0.9419410554109375,0.7347671983813799,0.7347671983813799,0.7347671983813799
Rice_6,Rice,0.22053873755114314,0.22053873755114314,0.3255476255470218,0.4305565135429005,0.5355654015387791,0.6405742895346577,0.7928957237333906,0.9452171579321235,0.9824201483483082,0.7783838405046379,0.5738423354386741,0.3693008303727101
Rice_7,Rice,0.09860824929565644,0.28953961276614393,0.4091272862820765,0.5287149597980092,0.6025573247358549,0.7786490797793251,0.7925477943834488,0.8454177670966,0.9908295386411011,0.7595630324622493,0.5647829488314065,0.3700028652005636
Rice_8,Rice,0.13638043184520973,0.27850681291911755,0.31169733291054597,0.48189579886516853,0.699492531149312,0.7538320670245984,0.8128015761678118,0.9360436487367791,0.9192391863309617,0.7486657454465901,0.5603388945041478,0.3720120435617055
Rice_9,Rice,0.14899570861069775,0.18564260132825977,0.39610356614841763,0.5039140876818312,0.5917844783498539,0.7374896130363924,0.820277043382642,0.919558356548699,1.0,0.7995646096238047,0.538259757383235,0.33235191598505087
Soybeans_0,Soybeans,0.07370061763969815,0.18218110132982662,0.3594586615644829,0.5367362217991393,0.6481143765711334,0.7062217489487684,0.7295874116666355,0.7998390561200437,0.8168323525528394,0.6408140706674963,0.5198686461080866,0.32895673508826023
Soybeans_1,Soybeans,0.07046664898286509,0.2881401324200851,0.4348597178523834,0.4612968056851282,0.5684249371447367,0.6452336653675702,0.7329984422343914,0.8007165417376053,0.8584021047308545,0.7163640971381927,0.5432614184005278,0.37015873966286295
Soybeans_2,Soybeans,0.08863746483412482,0.2744593643212489,0.3995840571956525,0.46963483115339444,0.6649727684269465,0.6902344421732991,0.7154961159196517,0.772672034474091,0.8298479530285304,0.6767313210609734,0.5236146890934164,0.3637634750920607
Soybeans_3,Soybeans,0.09940163275278288,0.24203221722118057,0.38466280168957817,0.4985760157991373,0.6539266392649598,0.6820156317895767,0.769285911924174,0.7926194202269973,0.7330135711792174,0.6734077221314376,0.5205158630767941,0.36762400402215045
Soybeans_4,Soybeans,0.10565514673033446,0.30691105530670865,0.3983808850788827,0.45142099487121495,0.6345064821022192,0.6611336476141572,0.8054918867294587,0.8276512103832502,0.8498105340370417,0.7076742592669601,0.5475024798409724,0.33113744410496165
Soybeans_5,Soybeans,0.11996395591139344,0.18447520030474815,0.4247281971260808,0.5175945865544348,0.6034664519922935,0.6893383174301523,0.7618813259512995,0.7559738297202584,0.829673494330658,0.662228731557227,0.5368064209467573,0.37979920411314566
Soybeans_6,Soybeans,0.14379411243719983,0.27611964304920805,0.4084451736612163,0.512546224864076,0.6340179614298491,0.6376968758000963,0.7411209715171296,0.8107859020963897,0.914657959605539,0.6682688602835023,0.5156884595000835,0.3966835816469087
Soybeans_7,Soybeans,0.23568796072056417,0.23568796072056417,0.3811200912567632,0.5073552230273515,0.6273771266231383,0.6605936851246006,0.693810243626063,0.790465369336875,0.887120495047687,0.6762471700264506,0.5625956088928292,0.5625956088928292
Soybeans_8,Soybeans,0.10244839317604369,0.20128888683739982,0.3903170778870369,0.5245146086689332,0.640139243239399,0.6720395255919832,0.7501238152975863,0.7853259275461296,0.8349417870405837,0.6584492129309333,0.4819566388212829,0.30546406471163245
Soybeans_9,Soybeans,0.14000918399762352,0.26447883903844155,0.38894849407925963,0.49253540307709115,0.6020168809582663,0.6880836097194959,0.6816998222575446,0.6753160347955931,0.6689322473336416,0.6625484598716902,0.5150569034115114,0.35740523874846253
Wheat_0,Wheat,0.2503400137241005,0.4553919404968109,0.6296716361363146,0.7551625884607076,0.8689530385359402,0.7674386993291678,0.6733239849616721,0.5792092705941765,0.5477715154710413,0.350080247846915,0.3077093216961636,0.15105767388395336
Wheat_1,Wheat,0.2822207037695835,0.3850505513167884,0.5384735202033174,0.6908334975700308,0.8431502961090637,0.7674999752372161,0.6029702825466313,0.64681987061681,0.5033992398475184,0.4449603524430121,0.2911788244151914,0.10834825222073752
Wheat_2,Wheat,0.1714471443246275,0.3730727020627861,0.5381785620517122,0.7801737403307586,0.9162277126505286,0.8318678800548599,0.6232973386973399,0.5942085309241893,0.4622388433278853,0.2874752234286193,0.3411675571982235,0.3411675571982235
Wheat_3,Wheat,0.4251340365847779,0.4251340365847779,0.5171174536021187,0.7104787361192146,0.9038400186363106,0.7605050639853543,0.6650291498523176,0.5819964827456138,0.4694773261089253,0.35375811436313903,0.23803890261735272,0.14879377176812142
Wheat_4,Wheat,0.26531315122885907,0.3672228451430407,0.5297413986296091,0.6922599521161776,0.8534510762944275,0.7741462832950574,0.6619401031529453,0.5778165994050577,0.5088093987588563,0.3585345011540765,0.2082596035492967,0.12987780175881516
Wheat_5,Wheat,0.4079877543845456,0.4079877543845456,0.5508986615675204,0.6938095687504952,0.8367204759334699,0.7898538185547808,0.6787931434743756,0.5923281399504923,0.517382558351723,0.38678083796925805,0.2561791175867933,0.1496789901563267
Wheat_6,Wheat,0.20532436755395178,0.41995647543958015,0.5610155326520668,0.7020745898645536,0.8674569380751017,0.7614723346867156,0.7230283320025084,0.6330679755270778,0.4536278181797592,0.4022993298581199,0.24488337525370937,0.08746742064929891
Wheat_7,Wheat,0.29120348955430925,0.4291359482560128,0.5601338519876906,0.7171993930032239,0.852062361779568,0.7756140938839818,0.6471405295025784,0.6190501431155075,0.46416979718559714,0.36386653333868907,0.24842030784089994,0.13578290759829056
Wheat_8,Wheat,0.2581263458739063,0.43160704701187863,0.6050877481498511,0.7431460335665215,0.8529154707329476,0.7547656438880587,0.6566158170431696,0.5584659901982807,0.47322380764878563,0.3337824744709391,0.22338595841718314,0.12476424912534581
Wheat_9,Wheat,0.28220296394774563,0.3772847834967316,0.5396614867794048,0.703803638848063,0.8679457909167213,0.7679166643142281,0.6678875377117349,0.5431533488841962,0.4184191600566576,0.33212403198425855,0.23837487508424596,0.14462571818423337
