system:index,elevation,landforms,organic_carbon,precipitation,soil_ph,soil_texture,solar_radiation,temperature,.geo
00000000000000000063_0,65,34,3,119.83333333333333,63,8,1769.9166666666667,17.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064_0,56,34,7,118.58333333333333,64,7,1783.0833333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_0,61,34,2,111.41666666666667,59,8,1779.5833333333333,17.045833333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066_0,61,24,2,120.0,54,8,1780.3333333333333,17.316666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067_0,62,34,2,111.41666666666667,59,8,1779.5833333333333,17.045833333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068_0,61,34,2,120.83333333333333,60,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069_0,62,41,3,122.08333333333333,57,8,1783.3333333333333,17.516666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_0,60,24,4,111.41666666666667,63,2,1779.5833333333333,17.045833333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b_0,61,34,2,111.41666666666667,59,8,1779.5833333333333,17.045833333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c_0,59,24,3,122.58333333333333,58,8,1784.0,17.520833333333332,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d_0,58,24,3,122.08333333333333,55,8,1783.3333333333333,17.516666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_0,57,41,2,124.08333333333333,60,8,1782.0833333333333,17.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f_0,55,41,2,121.66666666666667,57,8,1783.3333333333333,17.4875,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070_0,65,34,2,119.83333333333333,61,7,1769.9166666666667,17.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_0,68,24,3,120.66666666666667,58,8,1783.0,17.320833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072_0,60,34,2,120.83333333333333,61,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_0,60,24,2,120.83333333333333,60,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074_0,60,34,7,111.75,60,5,1777.6666666666667,17.070833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075_0,71,34,2,120.58333333333333,61,8,1767.0,17.09583333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076_0,66,41,5,121.0,61,8,1782.25,17.345833333333335,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_0,62,41,4,122.08333333333333,57,8,1783.3333333333333,17.516666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078_0,59,34,3,120.83333333333333,60,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079_0,58,41,15,121.91666666666667,58,4,1777.4166666666667,17.375,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a_0,60,34,2,120.83333333333333,58,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_0,62,41,2,122.08333333333333,54,8,1783.3333333333333,17.516666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c_0,60,41,2,122.08333333333333,58,8,1783.3333333333333,17.516666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d_0,64,24,2,119.83333333333333,61,8,1769.9166666666667,17.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_0,66,24,2,121.0,61,8,1782.25,17.345833333333335,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f_0,61,34,2,124.08333333333333,60,8,1782.0833333333333,17.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080_0,63,24,2,120.0,57,8,1780.3333333333333,17.316666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_0,54,42,3,120.83333333333333,57,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082_0,61,34,2,120.83333333333333,58,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083_0,68,21,3,119.08333333333333,52,8,1794.1666666666667,17.3125,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_0,66,24,3,120.66666666666667,58,8,1783.0,17.320833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085_0,58,41,4,122.08333333333333,57,8,1783.3333333333333,17.516666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086_0,62,34,2,120.83333333333333,58,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087_0,58,34,2,120.83333333333333,59,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088_0,57,41,4,122.08333333333333,57,8,1783.3333333333333,17.516666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089_0,65,24,2,120.66666666666667,58,8,1783.0,17.320833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a_0,63,24,2,119.83333333333333,61,8,1769.9166666666667,17.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b_0,62,24,2,118.25,58,8,1776.75,17.145833333333332,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c_0,59,41,5,123.33333333333333,63,5,1780.5,17.570833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d_0,61,31,2,111.41666666666667,60,8,1779.5833333333333,17.045833333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e_0,59,34,2,120.83333333333333,59,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f_0,62,24,3,121.91666666666667,61,8,1777.4166666666667,17.375,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090_0,59,34,2,120.83333333333333,62,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091_0,67,24,2,120.66666666666667,58,8,1783.0,17.320833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092_0,59,41,17,121.91666666666667,56,4,1777.4166666666667,17.375,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093_0,59,24,3,122.08333333333333,56,8,1783.3333333333333,17.516666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094_0,63,24,2,118.25,57,8,1776.75,17.145833333333332,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095_0,61,24,3,124.08333333333333,58,8,1782.0833333333333,17.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096_0,62,24,3,120.0,55,8,1780.3333333333333,17.316666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097_0,67,24,2,119.83333333333333,61,8,1769.9166666666667,17.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098_0,60,34,2,111.41666666666667,62,8,1779.5833333333333,17.045833333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099_0,62,24,2,120.0,57,8,1780.3333333333333,17.316666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a_0,62,34,2,110.25,59,8,1776.4166666666667,17.0375,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b_0,61,21,2,111.41666666666667,64,8,1779.5833333333333,17.045833333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c_0,61,41,3,122.08333333333333,56,8,1783.3333333333333,17.516666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d_0,110,21,5,120.58333333333333,58,8,1767.0,17.09583333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e_0,63,34,2,120.83333333333333,55,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f_0,102,21,3,121.08333333333333,55,8,1786.8333333333333,17.041666666666664,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_0,64,24,2,119.83333333333333,63,8,1769.9166666666667,17.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1_0,63,34,2,124.08333333333333,57,8,1782.0833333333333,17.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2_0,58,34,2,120.83333333333333,55,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3_0,59,34,2,120.83333333333333,59,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4_0,57,34,2,120.83333333333333,60,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5_0,60,24,2,111.75,61,5,1777.6666666666667,17.070833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6_0,62,34,2,111.41666666666667,59,8,1779.5833333333333,17.045833333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7_0,60,34,2,111.75,56,5,1777.6666666666667,17.070833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8_0,58,34,3,122.58333333333333,58,8,1784.0,17.520833333333332,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9_0,61,34,2,120.0,56,8,1780.3333333333333,17.316666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa_0,94,31,6,121.08333333333333,58,8,1786.8333333333333,17.041666666666664,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab_0,58,34,2,118.25,58,8,1776.75,17.145833333333332,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_0,62,24,2,124.41666666666667,56,8,1787.25,17.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad_0,60,34,4,111.41666666666667,65,4,1779.5833333333333,17.045833333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae_0,63,34,7,118.58333333333333,66,5,1783.0833333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af_0,63,24,2,120.0,52,8,1780.3333333333333,17.316666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0_0,57,34,3,122.08333333333333,55,8,1783.3333333333333,17.516666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_0,56,34,2,118.25,59,8,1776.75,17.145833333333332,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2_0,60,34,2,110.25,58,8,1776.4166666666667,17.0375,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3_0,64,24,2,121.0,61,8,1782.25,17.345833333333335,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4_0,58,34,2,120.0,55,8,1780.3333333333333,17.316666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_0,60,34,2,111.41666666666667,64,8,1779.5833333333333,17.045833333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6_0,63,34,3,121.83333333333333,58,8,1780.1666666666667,17.379166666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7_0,59,41,4,122.08333333333333,55,8,1783.3333333333333,17.516666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8_0,58,41,3,120.0,58,8,1780.3333333333333,17.316666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9_0,67,21,3,119.08333333333333,54,8,1794.1666666666667,17.3125,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba_0,55,41,2,121.66666666666667,55,8,1783.3333333333333,17.4875,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb_0,69,34,2,120.58333333333333,59,8,1767.0,17.09583333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc_0,70,34,2,120.58333333333333,58,8,1767.0,17.09583333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_0,59,34,2,120.83333333333333,55,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be_0,60,24,2,120.83333333333333,60,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf_0,60,34,3,123.33333333333333,60,8,1780.5,17.570833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0_0,59,34,3,120.83333333333333,60,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1_0,59,24,2,120.0,56,8,1780.3333333333333,17.316666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2_0,59,41,3,123.33333333333333,65,8,1780.5,17.570833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3_0,66,24,2,119.83333333333333,63,8,1769.9166666666667,17.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4_0,65,34,4,121.91666666666667,66,5,1777.4166666666667,17.375,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5_0,62,24,3,120.0,54,8,1780.3333333333333,17.316666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6_0,59,24,2,120.83333333333333,61,8,1785.3333333333333,17.15833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7_0,62,41,5,121.0,62,5,1782.25,17.345833333333335,"{""type"":""MultiPoint"",""coordinates"":[]}"
